0.0000,0.0000,0.0000,0.0000
1.0000,0.9979,0.3443,0.6557
0.9697,0.9973,0.4576,0.5424
1.0000,0.9948,0.3537,0.6463
1.0000,0.9884,0.5442,0.4558
1.0000,0.9902,0.4901,0.5099
1.0000,0.9904,0.9798,0.0202
0.9348,0.9967,0.4342,0.5658
1.0000,0.9906,0.5053,0.4947
1.0000,0.9962,0.3725,0.6275
1.0000,0.9932,0.4964,0.5036
