-1.022573062829147972e+01,2.863430795875731683e+00,3.643781029396016558e-01,-4.409175719459207166e+00,-7.000210654146721279e-01,8.511861267102320383e+00,-5.246199970967779791e+00,2.654293304252741681e+00,7.618534879048080910e+00
-1.011081359307921623e+01,1.239883148308569272e+00,3.467521722753416080e-01,-4.400808703438742420e+00,-6.883351312228784824e-01,8.481754918438307200e+00,-5.262894483100947873e+00,2.660358553847793406e+00,7.588971482789966139e+00
-9.493061959247034665e+00,1.027962459376770665e+00,3.568566432272167743e-01,-4.398396840728441504e+00,-7.006912629258656988e-01,8.496204614262383714e+00,-5.226540075629833915e+00,2.689726385127075847e+00,7.619129244182973437e+00
-9.314999879971393781e+00,1.325065400415536665e+00,-5.924048883085251266e-02,-4.417136278374805158e+00,-7.274584433730453270e-01,8.466134736872774624e+00,-5.249405659974028637e+00,2.684872611963085909e+00,7.571868366659947114e+00
-9.468716130124636976e+00,2.117249818245459103e+00,-6.213516555375002692e-01,-4.410041014037360263e+00,-7.203999401308133210e-01,8.471995805545208924e+00,-5.241341654812425865e+00,2.645795739130765156e+00,7.582752238388424715e+00
-9.275673841746929327e+00,2.060239009945711519e+00,-3.987778481606032988e-01,-4.373519241470011920e+00,-7.130996331805736776e-01,8.516175873291713216e+00,-5.202515203838324886e+00,2.650621521005196879e+00,7.654540192510141949e+00
-9.196111211914175243e+00,1.718884670641389611e+00,-3.436267285149274264e-01,-4.377407315142166411e+00,-6.963261180312704246e-01,8.504553615931664368e+00,-5.225458644730400337e+00,2.665973714603123046e+00,7.627712801072765281e+00
-9.119183116496245134e+00,1.861489828006696046e+00,-4.709226724906402928e-01,-4.399424539609954721e+00,-6.979676857611947227e-01,8.482746339162764215e+00,-5.224516805084538085e+00,2.661538149803807762e+00,7.612236158599003488e+00
-9.230756682789763801e+00,1.840301948972133728e+00,-1.384097003266384074e-01,-4.385737941334753920e+00,-7.151015531944122650e-01,8.487531890694349102e+00,-5.208316129423386620e+00,2.671874827016014198e+00,7.607991762531177926e+00
-9.472536976298222555e+00,1.801634567025814704e+00,-2.335789879034697314e-01,-4.365181812765068337e+00,-7.033081589655604260e-01,8.502640309153230547e+00,-5.218849685856958409e+00,2.679946099635455159e+00,7.599096489223162720e+00
-9.316072836570642224e+00,1.762427182910381696e+00,-2.308617185332939858e-01,-4.357760629907578398e+00,-6.958385372605132568e-01,8.520715415390395009e+00,-5.208868518743924980e+00,2.668096860823260474e+00,7.636261940057258002e+00
-9.275847095450576063e+00,2.057817509999849470e+00,-1.748896570274379447e-01,-4.362685070832426071e+00,-7.119842041658389631e-01,8.495505854769097809e+00,-5.204329767297879883e+00,2.670489847495381319e+00,7.628585398090915959e+00
-9.351117833602231144e+00,2.292019624890889951e+00,-5.308376270119163909e-01,-4.380065974866829137e+00,-7.271641361939082948e-01,8.480217770832023660e+00,-5.229333278726192802e+00,2.684907471079089003e+00,7.603423921824658649e+00
-9.279937512516957199e+00,1.967194279998056627e+00,-2.239339447611461698e-01,-4.375412778396442270e+00,-6.925024397164665224e-01,8.513615143961690279e+00,-5.220031017881893831e+00,2.678434239544483564e+00,7.613520834080778066e+00
-9.298748093903952849e+00,1.593392786008444251e+00,2.165859992729873562e-01,-4.382146877054150735e+00,-6.961469553866491689e-01,8.501863243682072024e+00,-5.202672985204702449e+00,2.662098190578822798e+00,7.626866737834513188e+00
-9.419947817701379122e+00,2.026420158401279981e+00,-2.377617877270832292e-01,-4.381532668312781098e+00,-7.352710230263114211e-01,8.485585529864478005e+00,-5.229073581960218320e+00,2.632981066261196101e+00,7.621099188979975736e+00
-9.447055148801084101e+00,2.557125457284556092e+00,-5.353437498102830983e-01,-4.360183471480875816e+00,-6.998449012530060243e-01,8.510576151341894047e+00,-5.227013502806377332e+00,2.650298904779977427e+00,7.620595353343289524e+00
-9.324597057785794618e+00,2.148776342099704806e+00,-9.436434895145720536e-02,-4.374783052893653768e+00,-6.983817530702417509e-01,8.509679895901177460e+00,-5.183008603420677041e+00,2.682038585584773038e+00,7.643275037764213131e+00
-9.344399554877808711e+00,1.994217857160247576e+00,-2.789971827095148044e-02,-4.367006000618896877e+00,-7.231056632148298302e-01,8.498189106177074237e+00,-5.178007021811482424e+00,2.670524176211940048e+00,7.635719287171117031e+00
-9.420803129971584866e+00,2.297027999098076201e+00,-2.790250089821413315e-01,-4.353540321698009308e+00,-7.087319955304693941e-01,8.515986231356446723e+00,-5.212104142728444245e+00,2.659198072947336122e+00,7.628722980844631074e+00
-9.339687126482427715e+00,2.159474062764738189e+00,-1.086403991311522405e-01,-4.363080249683868317e+00,-6.990475926546965146e-01,8.516554816366273428e+00,-5.214198505005387396e+00,2.641910530359450782e+00,7.624387519995200257e+00
-9.351626872828392223e+00,1.960597668690362783e+00,-1.560483245666846042e-01,-4.373563692725072727e+00,-6.941785976122334390e-01,8.493167891039929529e+00,-5.210636915521266843e+00,2.662946980459351742e+00,7.621012751620094505e+00
-9.418445308951675088e+00,1.930973904170971256e+00,-3.161012436993095309e-01,-4.374277441997582727e+00,-7.093482613715634821e-01,8.505488353332550489e+00,-5.218910336870173694e+00,2.665515399447754064e+00,7.643723517276221457e+00
-9.384552805019406918e+00,1.939652458763946985e+00,-1.153932391689540676e-01,-4.368814046085140568e+00,-7.044582769919557341e-01,8.513478855998435790e+00,-5.207082568392523036e+00,2.645532015475224874e+00,7.624343438947524199e+00
